Table S3. Phage taxonomy.				
Phage ID	E-value	Score	Taxonomy/LastCommonAncestor	
IMGVR_UViG_3300008115_000008|3300008115|Ga0114348_1000208	8.80E-156	931.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300008126_000184|3300008126|Ga0114844_1000145	3.10E-115	670.1	Viruses	
IMGVR_UViG_3300008132_000249|3300008132|Ga0111230_1000128	4.80E-32	359.3	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes	
IMGVR_UViG_3300008133_000197|3300008133|Ga0111365_100227	1.60E-22	658.4	Viruses	
IMGVR_UViG_3300008136_000188|3300008136|Ga0113979_100844	3.30E-25	1404.7	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Siphoviridae	
IMGVR_UViG_3300008136_000405|3300008136|Ga0113979_100063|3458-59300	2.20E-22	472.9	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300008138_000306|3300008138|Ga0114843_100045|5568-63683	1.90E-111	472.9	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300008141_000102|3300008141|Ga0114170_100093	2.20E-100	435.7	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300008145_000031|3300008145|Ga0114317_100033	2.40E-08	665.5	Viruses	
IMGVR_UViG_3300008153_000215|3300008153|Ga0114320_1000123	3.20E-53	329.7	Viruses	
IMGVR_UViG_3300008223_000004|3300008223|Ga0105348_1000147	1.60E-12	400.9	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300008251_000009|3300008251|Ga0105359_10000208	5.00E-37	573.2	Viruses	
IMGVR_UViG_3300008255_000207|3300008255|Ga0100403_1000380	7.90E-16	242.8	Viruses	
IMGVR_UViG_3300008259_004660|3300008259|Ga0114841_1000020	7.10E-13	733.3	Viruses	
IMGVR_UViG_3300008260_000356|3300008260|Ga0114292_100286|166-41634	8.70E-12	465.9	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300008266_000367|3300008266|Ga0114363_1000414	5.50E-07	684.1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300008268_000005|3300008268|Ga0111491_1000108	2.40E-07	559.6	Viruses	
IMGVR_UViG_3300008269_000176|3300008269|Ga0114154_100122|17979-76095	3.90E-24	375.4	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300008273_000217|3300008273|Ga0114250_100014|30063-88178	5.00E-08	472.9	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300008283_000172|3300008283|Ga0110914_100374	2.70E-35	502.1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300008360_000201|3300008360|Ga0114875_1000507	1.30E-13	1226.6	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300008412_000093|3300008412|Ga0115193_1000193	6.50E-49	260	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300008450_003648|3300008450|Ga0114880_1000482	2.30E-30	511.8	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Zobellviridae	
IMGVR_UViG_3300008451_003308|3300008451|Ga0114881_102558	2.70E-22	511.8	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Zobellviridae	
IMGVR_UViG_3300008479_000002|3300008479|Ga0114883_1000047	4.30E-19	743.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300008483_000195|3300008483|Ga0105906_1000066|7273-51208	1.30E-18	359.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300008499_000079|3300008499|Ga0111012_100443	2.70E-16	177.8	Viruses	
IMGVR_UViG_3300008513_000012|3300008513|Ga0111022_100432	2.80E-15	240.1	Viruses	
IMGVR_UViG_3300008519_000001|3300008519|Ga0111037_100684	8.40E-15	551.8	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300008524_000115|3300008524|Ga0111046_100406	4.60E-13	476.4	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Siphoviridae	
IMGVR_UViG_3300008537_000185|3300008537|Ga0111051_100267	4.80E-13	472.9	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300008547_000185|3300008547|Ga0111055_101763	8.70E-09	131.5	Viruses	
IMGVR_UViG_3300008581_000206|3300008581|Ga0111080_100006|4094-52746	1.60E-07	472.9	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300008599_000326|3300008599|Ga0111091_100370|5944-46726	1.40E-06	466.1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300008611_000284|3300008611|Ga0111137_1000188	2.00E-06	472.9	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300008636_000127|3300008636|Ga0111420_100531	7.40E-46	465.8	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300008672_000164|3300008672|Ga0111519_101023	6.30E-31	177.8	Viruses	
IMGVR_UViG_3300008722_000212|3300008722|Ga0113880_1000476	2.50E-09	1135.9	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300008754_000140|3300008754|Ga0114089_100155|82-60669	2.80E-16	375.4	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300008755_000204|3300008755|Ga0114091_100091|10917-69033	2.30E-17	375.4	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300008966_000007|3300008966|Ga0114357_1000746	7.20E-31	194.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300009011_000005|3300009011|Ga0105251_10000107	3.30E-12	407.3	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300009011_000516|3300009011|Ga0105251_10000049|48957-106549	6.00E-13	531.5	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300009011_000517|3300009011|Ga0105251_10000197|4948-46386	3.10E-85	490.3	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300009036_000033|3300009036|Ga0105244_10000821	6.40E-145	845.2	Viruses	
IMGVR_UViG_3300009036_000494|3300009036|Ga0105244_10001042	4.60E-07	350.9	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300009092_000179|3300009092|Ga0105250_10000382	3.20E-09	847.1	Viruses	
IMGVR_UViG_3300009093_000037|3300009093|Ga0105240_10000139	5.80E-26	305.1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300009095_000001|3300009095|Ga0079224_100000018	1.30E-25	254.9	Viruses	
IMGVR_UViG_3300009104_001476|3300009104|Ga0117902_1000056	1.50E-10	730.5	Viruses	
IMGVR_UViG_3300009110_000302|3300009110|Ga0117925_1000047	1.80E-07	470.8	Viruses	
IMGVR_UViG_3300009137_000103|3300009137|Ga0066709_100000060	7.60E-07	129.8	Viruses	
IMGVR_UViG_3300009148_000264|3300009148|Ga0105243_10000539	9.20E-06	834.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300009148_000534|3300009148|Ga0105243_10000033|45889-101368	1.90E-43	445.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300009194_000553|3300009194|Ga0114983_1001667	1.30E-30	509.9	Viruses;Monodnaviria;Loebvirae;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae	
IMGVR_UViG_3300009439_000001|3300009439|Ga0115031_1000082	5.30E-12	202.6	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300009488_000006|3300009488|Ga0114925_10000024	9.30E-11	331.7	Viruses	
IMGVR_UViG_3300009649_000117|3300009649|Ga0105855_1005046	1.00E-10	188.4	Viruses;Monodnaviria;Loebvirae;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae	
IMGVR_UViG_3300009650_000097|3300009650|Ga0105857_1000994	2.40E-10	188.4	Viruses;Monodnaviria;Loebvirae;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae	
IMGVR_UViG_3300009709_000019|3300009709|Ga0116227_10000163	1.60E-16	484.2	Viruses	
IMGVR_UViG_3300009788_000216|3300009788|Ga0114923_10000423	3.50E-17	280.3	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300009856_000392|3300009856|Ga0131695_1087163|15081-56503	1.00E-14	1043.8	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300009873_000021|3300009873|Ga0131077_10001316	6.80E-30	362.5	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300009944_000210|3300009944|Ga0133256_141760|44470-86317	1.50E-36	1274.3	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300010151_000026|3300010151|Ga0098061_1000048	7.70E-17	624	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300010163_001363|3300010163|Ga0136175_10002779	3.70E-14	613.8	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300010201_000017|3300010201|Ga0136455_11177|63586-147814	4.50E-13	582.1	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes	
IMGVR_UViG_3300010217_000002|3300010217|Ga0136159_1000017	3.30E-07	411.8	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300010225_000005|3300010225|Ga0136160_1000241	2.50E-06	411.8	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300010261_000167|3300010261|Ga0129309_1000082|2-36668	2.50E-06	1071.9	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300010266_000197|3300010266|Ga0129314_1000575	9.60E-74	728.8	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300010266_000361|3300010266|Ga0129314_1000001|366461-428217	4.50E-06	482.8	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300010275_000173|3300010275|Ga0129310_1000448	2.40E-35	1093	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300010282_000326|3300010282|Ga0129307_1000028|57258-240232	8.60E-09	483.8	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300010354_000007|3300010354|Ga0129333_10000176	3.00E-23	518.9	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300010362_000016|3300010362|Ga0126377_10000012	6.40E-16	352.3	Viruses	
IMGVR_UViG_3300010370_000002|3300010370|Ga0129336_10000070	1.10E-06	518.9	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300010371_000016|3300010371|Ga0134125_10000679	4.00E-18	208.5	Viruses	
IMGVR_UViG_3300010389_000032|3300010389|Ga0136549_10000177	6.00E-06	694.4	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300010392_000611|3300010392|Ga0118731_107320116	1.60E-10	1097.9	Viruses	
IMGVR_UViG_3300010392_001096|3300010392|Ga0118731_113586538	9.30E-08	443.5	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300010400_000038|3300010400|Ga0134122_10000241	5.10E-17	164.1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300010430_000278|3300010430|Ga0118733_100006081	8.10E-26	443.5	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300010430_006026|3300010430|Ga0118733_100000162	8.60E-10	1097.9	Viruses	
IMGVR_UViG_3300010931_000100|3300010931|Ga0137937_1000112|1-28215	2.20E-25	272.7	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300010933_000112|3300010933|Ga0137936_1000070|1-25993	2.30E-06	272.7	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300010939_000040|3300010939|Ga0138898_100185	6.00E-43	272.7	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300010939_000194|3300010939|Ga0138898_100093|18246-55905	7.40E-58	910.1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300011136_000013|3300011136|Ga0122857_100138	7.50E-22	503.6	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300011142_000020|3300011142|Ga0122820_100046|9008-49592	2.90E-22	371	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300011145_000022|3300011145|Ga0122822_100070|2-44729	1.20E-19	1080.9	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300011152_000020|3300011152|Ga0122807_100049|27548-52008	3.40E-14	464.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300011158_000022|3300011158|Ga0122741_10003|44656-98215	1.30E-09	777.9	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300011203_000007|3300011203|Ga0122829_100083	1.20E-06	545	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300011207_000016|3300011207|Ga0120771_100037|1-31507	1.20E-56	626.9	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300011209_000032|3300011209|Ga0122297_100119|3-33476	2.20E-31	1268.6	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300011226_000002|3300011226|Ga0122842_100082	6.80E-17	413.5	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300011228_000032|3300011228|Ga0122781_100037|28538-72493	6.10E-32	523	Viruses;Duplodnaviria;Heunggongvirae	
IMGVR_UViG_3300011234_000035|3300011234|Ga0120772_100050|3592-39500	5.80E-25	492.3	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300011257_000067|3300011257|Ga0151658_1000047|112598-147531	1.30E-07	483.4	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300011349_000010|3300011349|Ga0118158_100256	3.50E-06	198.3	Viruses;Monodnaviria;Loebvirae;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae	
IMGVR_UViG_3300011361_000022|3300011361|Ga0122089_100040	1.00E-18	921.3	Viruses	
IMGVR_UViG_3300011458_000008|3300011458|Ga0122830_100001|306705-351909	5.80E-34	1373.5	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300011459_000012|3300011459|Ga0120776_10070|24207-49740	1.60E-41	323.4	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300011470_000007|3300011470|Ga0120817_10003	1.60E-19	581.8	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300011475_000007|3300011475|Ga0121614_100001|604810-651007	4.40E-11	1315.8	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300011477_000006|3300011477|Ga0120895_100001|209987-249192	9.20E-08	491.5	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300011478_000014|3300011478|Ga0120917_10541	2.80E-12	317.9	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300011482_000004|3300011482|Ga0120837_100053	1.40E-06	1074	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300011488_000004|3300011488|Ga0122247_100007|63321-72007	7.50E-14	196.6	Viruses;Monodnaviria;Loebvirae;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae	
IMGVR_UViG_3300011492_000006|3300011492|Ga0122235_100010|18598-59184	2.80E-18	427	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300011493_000004|3300011493|Ga0120857_100049|5202-47530	3.00E-25	1183.6	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300011527_000011|3300011527|Ga0121093_100068|33865-80041	3.00E-46	860.2	Viruses	
IMGVR_UViG_3300011531_000027|3300011531|Ga0121659_100011|26183-67159	4.90E-07	1336.8	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300011536_000016|3300011536|Ga0120901_10066	1.30E-204	994.3	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300011547_000022|3300011547|Ga0121204_100001|377046-412460	1.80E-31	300.8	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300011560_000040|3300011560|Ga0122267_100015|163315-197145	4.30E-19	710.8	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300011573_000024|3300011573|Ga0120985_100015|160005-203820	4.70E-30	1452	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300011574_000018|3300011574|Ga0120882_100079	7.80E-20	1053.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300011574_000051|3300011574|Ga0120882_100037|4379-47726	5.00E-17	1324	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300011581_000012|3300011581|Ga0122070_100045|3-35295	9.80E-16	1268.9	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300011584_000017|3300011584|Ga0122290_100002|23383-59231	2.60E-15	881.6	Viruses	
IMGVR_UViG_3300011586_000010|3300011586|Ga0121131_100014|85474-144428	5.60E-14	1673.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300011586_000011|3300011586|Ga0121131_100030|36944-95898	2.40E-13	1673.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300011593_000024|3300011593|Ga0122758_100023|25498-67324	2.80E-13	428.5	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300011597_000022|3300011597|Ga0122081_100016|41807-114261	8.70E-13	1010.1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300011597_000024|3300011597|Ga0122081_100026|30878-81231	2.20E-11	901.8	Viruses	
IMGVR_UViG_3300011613_000033|3300011613|Ga0121016_100137|2-24134	4.10E-11	797.7	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Peduoviridae	
IMGVR_UViG_3300011637_000048|3300011637|Ga0121103_100004|229184-249491	1.10E-09	806.8	Viruses	
IMGVR_UViG_3300011638_000028|3300011638|Ga0121237_100161	1.80E-07	398.7	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300011645_000017|3300011645|Ga0120903_100040|7555-38398	4.10E-06	193.7	Viruses	
IMGVR_UViG_3300011651_000023|3300011651|Ga0120825_100009|159888-189385	1.40E-59	1214.8	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300011651_000025|3300011651|Ga0120825_100014|104644-145402	8.10E-21	1315.7	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300011653_000019|3300011653|Ga0120819_100052|17243-48153	1.70E-11	497.4	Viruses;Duplodnaviria;Heunggongvirae	
IMGVR_UViG_3300011655_000031|3300011655|Ga0122293_100175|105-28429	1.90E-90	338.6	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300011660_000005|3300011660|Ga0122294_100164	1.10E-14	461.7	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300011663_000018|3300011663|Ga0121550_100001|205811-249123	2.60E-35	807.3	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300011674_000007|3300011674|Ga0120786_100002|510745-530495	3.50E-39	789.2	Viruses	
IMGVR_UViG_3300011676_000009|3300011676|Ga0120860_100104	2.10E-19	567.9	Viruses;Monodnaviria;Loebvirae;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae	
IMGVR_UViG_3300011676_000010|3300011676|Ga0120860_100037|27563-75447	3.20E-18	1393.8	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300011688_000005|3300011688|Ga0121219_10005|104736-148013	6.00E-18	834.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300011696_000011|3300011696|Ga0122203_100088|779-7622	7.80E-07	652.9	Viruses;Monodnaviria;Loebvirae;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae	
IMGVR_UViG_3300011701_000034|3300011701|Ga0121549_100073|17416-72852	2.60E-76	870	Viruses	
IMGVR_UViG_3300011717_000006|3300011717|Ga0122754_100433	1.70E-08	600.6	Viruses;Monodnaviria;Loebvirae;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae	
IMGVR_UViG_3300011717_000020|3300011717|Ga0122754_100004|387799-447158	6.60E-08	1400.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300011726_000011|3300011726|Ga0122207_100237	1.90E-07	973.9	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300011733_000007|3300011733|Ga0122291_10013|133903-185672	1.10E-06	1298.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300011733_000009|3300011733|Ga0122291_10029|72915-125938	1.50E-06	1298.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300011778_000017|3300011778|Ga0120905_100229	4.20E-11	164.4	Viruses	
IMGVR_UViG_3300011822_000027|3300011822|Ga0122087_100042|31329-54160	1.10E-141	249.8	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Peduoviridae;Peduovirus	
IMGVR_UViG_3300011823_000022|3300011823|Ga0122800_100002|180010-224770	1.60E-22	737.4	Viruses	
IMGVR_UViG_3300011829_000003|3300011829|Ga0120796_100098	1.90E-14	466.2	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300011830_000047|3300011830|Ga0120712_100217	2.50E-09	1205	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300011831_000027|3300011831|Ga0121554_100073|59490-78486	6.20E-08	778.4	Viruses	
IMGVR_UViG_3300011840_000038|3300011840|Ga0121607_100011|229180-264650	8.50E-08	513.1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300011856_000014|3300011856|Ga0121547_100043|59140-96914	2.50E-06	835.5	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300011858_000031|3300011858|Ga0120791_100028|84416-124775	1.70E-11	626.9	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300011887_000013|3300011887|Ga0122181_100091	4.10E-63	1021.3	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300011890_000002|3300011890|Ga0120845_100041	3.40E-35	478.1	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300011892_000033|3300011892|Ga0122092_100114|13305-62224	6.00E-30	814.3	Viruses	
IMGVR_UViG_3300011896_000018|3300011896|Ga0121606_100056	7.10E-14	919.7	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300011906_000006|3300011906|Ga0122201_100167	1.30E-17	417.4	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300011915_000044|3300011915|Ga0122074_100025|128447-173717	8.50E-42	1315.9	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300011919_000018|3300011919|Ga0120792_100284|5478-14847	1.70E-19	667.6	Viruses;Monodnaviria;Loebvirae;Hofneiviricota;Faserviricetes;Tubulavirales;Inoviridae	
IMGVR_UViG_3300011919_000059|3300011919|Ga0120792_100013|88160-102411	7.00E-09	243.6	Viruses	
IMGVR_UViG_3300011966_000074|3300011966|Ga0120967_100027|68968-107178	2.40E-12	522	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
IMGVR_UViG_3300011971_000135|3300011971|Ga0120175_1000099	7.10E-16	175	Viruses	
IMGVR_UViG_3300012007_000007|3300012007|Ga0120382_1000014	2.30E-12	405.1	Viruses	
IMGVR_UViG_3300012039_000013|3300012039|Ga0137421_1000026	6.70E-11	227	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	
