Table S2. Metadata of 1839 filtered phage genomes.							
UViGs	Viral OTUs	Virulence genes	Isolation Source	Country	Bit Score	E-value	Identities
IMGVR_UViG_3300029358_000236	vOTU_05107504	mgtB	Host-associated;Human;Digestive system;Large intestine	North America	308.145	2.11622e-87	29.76501305
IMGVR_UViG_3300029346_000222	vOTU_02902204	mgtB	Host-associated;Human;Digestive system;Large intestine	North America	297.745	6.44743e-84	28.30930537
IMGVR_UViG_3300029404_000200	vOTU_02902204	mgtB	Host-associated;Human;Digestive system;Large intestine	North America	297.745	6.44743e-84	28.30930537
IMGVR_UViG_3300029676_000167	vOTU_02902204	mgtB	Host-associated;Human;Digestive system;Large intestine	North America	297.745	6.44743e-84	28.30930537
IMGVR_UViG_3300029354_000259	vOTU_02902204	mgtB	Host-associated;Human;Digestive system;Large intestine	North America	297.745	6.44743e-84	28.30930537
IMGVR_UViG_3300029779_000314	vOTU_01747125	mgtB	Host-associated;Human;Digestive system;Large intestine	North America	298.901	2.54054e-84	30.83756345
IMGVR_UViG_3300029359_000301	vOTU_05107647	mgtB	Host-associated;Human;Digestive system;Large intestine	North America	298.901	2.54054e-84	30.83756345
IMGVR_UViG_3300029443_000390	vOTU_08576754	mgtB	Host-associated;Human;Digestive system;Large intestine	North America	297.36	1.00544e-83	28.30930537
IMGVR_UViG_3300029791_000425	vOTU_08576754	mgtB	Host-associated;Human;Digestive system;Large intestine	North America	297.36	1.00544e-83	28.30930537
IMGVR_UViG_3300029794_000394	vOTU_08576754	mgtB	Host-associated;Human;Digestive system;Large intestine	North America	297.36	1.00544e-83	28.30930537
IMGVR_UViG_3300029434_000353	vOTU_08576754	mgtB	Host-associated;Human;Digestive system;Large intestine	North America	297.36	1.00544e-83	28.30930537
IMGVR_UViG_3300029796_000457	vOTU_08599285	mgtB	Host-associated;Human;Digestive system;Large intestine	North America	871.307	0	48.24654623
IMGVR_UViG_3300029382_000515	vOTU_05111176	mgtB	Host-associated;Human;Digestive system;Large intestine	North America	296.204	3.04539e-83	31.09677419
IMGVR_UViG_3300029439_000229	vOTU_05116215	mgtB	Host-associated;Human;Digestive system;Large intestine	North America	324.709	2.18448e-93	32.07301173
IMGVR_UViG_3300029378_000003	vOTU_05110434	mgtB	Host-associated;Human;Digestive system;Large intestine	North America	209.149	1.02181e-52	28.29457364
IMGVR_UViG_3300029376_000221	vOTU_05109982	mgtB	Host-associated;Human;Digestive system;Large intestine	North America	209.149	1.02181e-52	28.29457364
IMGVR_UViG_3300029386_000418	vOTU_05112382	mgtB	Host-associated;Human;Digestive system;Large intestine	North America	297.745	7.57816e-84	28.30930537
IMGVR_UViG_3300029386_000001	vOTU_05109982	mgtB	Host-associated;Human;Digestive system;Large intestine	North America	209.149	1.02181e-52	28.29457364
IMGVR_UViG_3300029384_000351	vOTU_05112382	mgtB	Host-associated;Human;Digestive system;Large intestine	North America	297.745	7.57816e-84	28.30930537
IMGVR_UViG_3300029385_000331	vOTU_01747125	mgtB	Host-associated;Human;Digestive system;Large intestine	North America	298.901	2.54054e-84	30.83756345
IMGVR_UViG_3300029385_000396	vOTU_05112382	mgtB	Host-associated;Human;Digestive system;Large intestine	North America	297.745	7.57816e-84	28.30930537
IMGVR_UViG_3300029385_000001	vOTU_05109982	mgtB	Host-associated;Human;Digestive system;Large intestine	North America	209.149	1.02181e-52	28.29457364
IMGVR_UViG_3300029393_000226	vOTU_05112382	mgtB	Host-associated;Human;Digestive system;Large intestine	North America	297.745	7.57816e-84	28.30930537
IMGVR_UViG_3300029393_000186	vOTU_05109982	mgtB	Host-associated;Human;Digestive system;Large intestine	North America	209.149	1.02181e-52	28.29457364
IMGVR_UViG_3300029389_000368	vOTU_05044838	mgtB	Host-associated;Human;Digestive system;Large intestine	North America	873.618	0	48.45908608
IMGVR_UViG_3300029394_000346	vOTU_05111851	mgtB	Host-associated;Human;Digestive system;Large intestine	North America	296.59	1.89912e-83	28.30930537
IMGVR_UViG_3300029388_000130	vOTU_05111851	mgtB	Host-associated;Human;Digestive system;Large intestine	North America	296.59	1.89912e-83	28.30930537
IMGVR_UViG_3300029493_000230	vOTU_00747363	mgtB	Host-associated;Human;Digestive system;Large intestine	North America	896.345	0	48.67162593
IMGVR_UViG_3300029315_000136	vOTU_05040593	mgtB	Host-associated;Human;Digestive system;Large intestine	North America	897.116	0	49.09670563
IMGVR_UViG_3300029315_000108	vOTU_00230428	sitC	Host-associated;Human;Digestive system;Large intestine	North America	489.96	1.11659e-173	86.5248227
IMGVR_UViG_3300029396_000129	vOTU_02886019	mgtB	Host-associated;Human;Digestive system;Large intestine	North America	315.079	3.92294e-90	30.57324841
IMGVR_UViG_3300029766_000134	vOTU_01009501	mgtB	Host-associated;Human;Digestive system;Large intestine	North America	881.708	0	48.03400638
IMGVR_UViG_3300029338_000316	vOTU_05105405	araB	Host-associated;Human;Digestive system;Large intestine	North America	145.591	3.41108e-35	29.65116279
IMGVR_UViG_3300029338_000344	vOTU_05044064	araB	Host-associated;Human;Digestive system;Large intestine	North America	78.5666	1.06811e-11	21.63636364
IMGVR_UViG_3300029343_000469	vOTU_08501935	araB	Host-associated;Human;Digestive system;Large intestine	North America	81.2629	1.37503e-12	21.76258993
IMGVR_UViG_3300029342_000410	vOTU_08501935	araB	Host-associated;Human;Digestive system;Large intestine	North America	81.2629	1.37503e-12	21.76258993
IMGVR_UViG_3300029340_000369	vOTU_08501935	araB	Host-associated;Human;Digestive system;Large intestine	North America	81.2629	1.37503e-12	21.76258993
IMGVR_UViG_3300029444_000386	vOTU_08501935	araB	Host-associated;Human;Digestive system;Large intestine	North America	81.2629	1.37503e-12	21.76258993
IMGVR_UViG_3300029445_000364	vOTU_05116796	araB	Host-associated;Human;Digestive system;Large intestine	North America	60.4622	5.25811e-06	21.59468439
IMGVR_UViG_3300029788_000266	vOTU_01752094	araB	Host-associated;Human;Digestive system;Large intestine	North America	60.4622	5.25811e-06	21.59468439
IMGVR_UViG_3300029362_000303	vOTU_05108449	araB	Host-associated;Human;Digestive system;Large intestine	North America	81.6481	9.48233e-13	21.76258993
IMGVR_UViG_3300029377_000413	vOTU_05044064	araB	Host-associated;Human;Digestive system;Large intestine	North America	78.5666	1.06811e-11	21.63636364
IMGVR_UViG_3300029439_000176	vOTU_00003442	araB	Host-associated;Human;Digestive system;Large intestine	North America	78.5666	1.06811e-11	21.63636364
IMGVR_UViG_3300029379_000245	vOTU_00003442	araB	Host-associated;Human;Digestive system;Large intestine	North America	78.5666	1.06811e-11	21.63636364
IMGVR_UViG_3300029374_000336	vOTU_08579022	araB	Host-associated;Human;Digestive system;Large intestine	North America	82.8037	4.05274e-13	21.94244604
IMGVR_UViG_3300029339_000372	vOTU_08589358	araB	Host-associated;Human;Digestive system;Large intestine	North America	81.2629	1.43721e-12	21.35036496
IMGVR_UViG_3300029790_000331	vOTU_08589358	araB	Host-associated;Human;Digestive system;Large intestine	North America	81.2629	1.43721e-12	21.35036496
IMGVR_UViG_3300029437_000411	vOTU_08589358	araB	Host-associated;Human;Digestive system;Large intestine	North America	81.2629	1.43721e-12	21.35036496
IMGVR_UViG_3300030206_000006	vOTU_05045170	mgtB	Host-associated;Human;Digestive system;Large intestine	North America	870.152	0	48.24654623
IMGVR_UViG_7000000425_000294	vOTU_04244611	araB	Host-associated;Human;Digestive system;Large intestine	North America	64.6994	2.55222e-08	37.03703704
IMGVR_UViG_3300008499_000079	vOTU_01942966	araB	Host-associated;Human;Digestive system;Large intestine	North America	82.0333	7.55803e-13	21.94244604
IMGVR_UViG_7000000397_000131	vOTU_08503318	araB	Host-associated;Human;Digestive system;Large intestine	North America	62.3882	2.05505e-07	24.84076433
IMGVR_UViG_7000000397_000245	vOTU_01752094	araB	Host-associated;Human;Digestive system;Large intestine	North America	60.8474	4.3402e-06	21.59468439
IMGVR_UViG_3300008547_000185	vOTU_01949159	araB	Host-associated;Human;Digestive system;Large intestine	North America	81.2629	1.37948e-12	21.76258993
IMGVR_UViG_7000000306_000088	vOTU_08500487	araB	Host-associated;Human;Digestive system;Large intestine	North America	161.384	3.67666e-39	27.54385965
IMGVR_UViG_7000000171_000367	vOTU_00685718	araB	Host-associated;Human;Digestive system;Large intestine	North America	551.206	0	49.90791897
IMGVR_UViG_7000000352_000272	vOTU_08501935	araB	Host-associated;Human;Digestive system;Large intestine	North America	61.2326	1.88616e-06	23.48993289
IMGVR_UViG_3300008058_000116	vOTU_01800940	araB	Host-associated;Human;Digestive system;Large intestine	North America	82.8037	4.06655e-13	21.94244604
IMGVR_UViG_3300007717_000346	vOTU_01752354	araB	Host-associated;Human;Digestive system;Large intestine	North America	81.2629	1.39174e-12	21.76258993
IMGVR_UViG_3300007714_000312	vOTU_01752094	araB	Host-associated;Human;Digestive system;Large intestine	North America	60.4622	5.26696e-06	21.59468439
IMGVR_UViG_3300007714_000210	vOTU_01751996	araB	Host-associated;Human;Digestive system;Large intestine	North America	81.2629	1.35529e-12	21.76258993
IMGVR_UViG_7000000410_000122	vOTU_08503991	araB	Host-associated;Human;Digestive system;Large intestine	North America	63.1586	6.90864e-07	25.47770701
IMGVR_UViG_3300006525_000433	vOTU_01751996	araB	Host-associated;Human;Digestive system;Large intestine	North America	81.2629	1.35529e-12	21.76258993
IMGVR_UViG_7000000193_000262	vOTU_01785933	araB	Host-associated;Human;Digestive system;Large intestine	North America	80.4925	2.83936e-12	21.76258993
IMGVR_UViG_7000000460_000229	vOTU_00267986	araB	Host-associated;Human;Digestive system;Large intestine	North America	82.4185	6.42332e-13	21.94244604
IMGVR_UViG_3300008672_000164	vOTU_01942966	araB	Host-associated;Human;Digestive system;Large intestine	North America	82.4185	6.44479e-13	21.94244604
IMGVR_UViG_3300008272_000263	vOTU_00220404	sitC	Host-associated;Human;Digestive system;Large intestine	North America	488.804	3.35369e-173	86.17021277
IMGVR_UViG_3300008326_000213	vOTU_01425093	mgtB	Host-associated;Human;Digestive system;Large intestine	North America	298.516	4.37574e-84	31.10831234
IMGVR_UViG_7000000417_000055	vOTU_00690816	mgtC	Host-associated;Human;Digestive system;Large intestine	North America	92.8189	2.0137e-20	42.98245614
IMGVR_UViG_7000000112_000112	vOTU_05060393	mgtC	Host-associated;Human;Digestive system;Large intestine	North America	92.8189	2.0137e-20	42.98245614
IMGVR_UViG_7000000425_000351	vOTU_01858120	mgtC	Host-associated;Human;Digestive system;Large intestine	North America	92.8189	2.0137e-20	42.98245614
IMGVR_UViG_3300008132_000249	vOTU_01858111	mgtB	Host-associated;Human;Digestive system;Large intestine	North America	303.523	1.53507e-85	29.03600465
IMGVR_UViG_3300008060_000089	vOTU_01747125	mgtB	Host-associated;Human;Digestive system;Large intestine	North America	297.745	8.35107e-84	30.7106599
IMGVR_UViG_7000000081_000041	vOTU_01468351	misL	Host-associated;Human;Digestive system;Large intestine	North America	83.9593	7.69955e-13	24.61832061
IMGVR_UViG_3300006464_000226	vOTU_01425093	mgtB	Host-associated;Human;Digestive system;Large intestine	North America	296.204	2.53448e-83	31.09677419
IMGVR_UViG_7000000317_000058	vOTU_01431290	mgtC	Host-associated;Human;Digestive system;Large intestine	North America	93.2041	1.46246e-20	42.98245614
IMGVR_UViG_3300007742_000427	vOTU_01431290	mgtC	Host-associated;Human;Digestive system;Large intestine	North America	93.2041	1.50285e-20	42.98245614
IMGVR_UViG_7000000736_000060	vOTU_01425047	mgtC	Host-associated;Human;Digestive system;Large intestine	North America	92.8189	2.0137e-20	42.98245614
IMGVR_UViG_3300008725_000382	vOTU_01957087	mgtB	Host-associated;Human;Digestive system;Large intestine	North America	298.516	4.37574e-84	31.10831234
IMGVR_UViG_7000000335_000025	vOTU_02901112	mgtC	Host-associated;Human;Digestive system;Large intestine	North America	92.8189	2.0137e-20	42.98245614
IMGVR_UViG_3300007210_000326	vOTU_05110464	mgtB	Host-associated;Human;Digestive system;Large intestine	North America	297.745	7.71799e-84	28.30930537
IMGVR_UViG_7000000484_000232	vOTU_05133572	mgtB	Host-associated;Human;Digestive system;Large intestine	North America	521.161	7.24661e-171	43.68
IMGVR_UViG_7000000069_000042	vOTU_08492703	mgtC	Host-associated;Human;Digestive system;Large intestine	North America	92.8189	2.0137e-20	42.98245614
IMGVR_UViG_3300006502_000007	vOTU_01431290	mgtC	Host-associated;Human;Digestive system;Large intestine	North America	93.9745	1.09613e-20	42.98245614
IMGVR_UViG_7000000100_000015	vOTU_05147983	mgtC	Host-associated;Human;Digestive system;Large intestine	North America	93.2041	1.46246e-20	42.98245614
IMGVR_UViG_3300008716_000227	vOTU_01956663	mgtB	Host-associated;Human;Digestive system;Large intestine	North America	896.345	0	48.77789586
IMGVR_UViG_7000000040_000181	vOTU_01747125	mgtB	Host-associated;Human;Digestive system;Large intestine	North America	298.516	4.29634e-84	31.10831234
IMGVR_UViG_7000000265_000206	vOTU_08498938	mgtB	Host-associated;Human;Digestive system;Large intestine	North America	209.92	5.36968e-53	26.22020431
IMGVR_UViG_3300007669_000001	vOTU_01695844	mgtB	Host-associated;Human;Digestive system;Large intestine	North America	209.92	5.4239e-53	26.22020431
IMGVR_UViG_3300007097_000159	vOTU_00691376	mgtB	Host-associated;Human;Digestive system;Large intestine	North America	872.463	0	48.45908608
IMGVR_UViG_7000000515_000234	vOTU_01806401	mgtB	Host-associated;Human;Digestive system;Large intestine	North America	513.457	1.81898e-167	39.91291727
IMGVR_UViG_3300008101_000136	vOTU_01806401	mgtB	Host-associated;Human;Digestive system;Large intestine	North America	513.457	1.87698e-167	39.91291727
IMGVR_UViG_7000000633_000033	vOTU_01431290	mgtC	Host-associated;Human;Digestive system;Large intestine	North America	93.2041	1.46246e-20	42.98245614
IMGVR_UViG_3300008479_000002	vOTU_01431290	mgtC	Host-associated;Human;Digestive system;Large intestine	North America	93.2041	1.50285e-20	42.98245614
IMGVR_UViG_7000000282_000007	vOTU_08499392	mgtC	Host-associated;Human;Digestive system;Large intestine	North America	92.8189	2.0137e-20	42.98245614
IMGVR_UViG_3300007714_000278	vOTU_01751952	mgtB	Host-associated;Human;Digestive system;Large intestine	North America	298.516	4.37574e-84	31.10831234
IMGVR_UViG_7000000333_000001	vOTU_01431290	mgtC	Host-associated;Human;Digestive system;Large intestine	North America	92.8189	2.0137e-20	42.98245614
IMGVR_UViG_3300007296_000307	vOTU_02383660	mgtB	Host-associated;Human;Digestive system;Large intestine	North America	207.608	5.15934e-52	26.96629213
IMGVR_UViG_3300007296_000231	vOTU_00003361	mgtB	Host-associated;Human;Digestive system;Large intestine	North America	296.975	1.51796e-83	28.30930537
IMGVR_UViG_3300008149_000128	vOTU_01860559	mgtB	Host-associated;Human;Digestive system;Large intestine	North America	314.694	6.39291e-90	31.4516129
IMGVR_UViG_3300007641_000111	vOTU_01747125	mgtB	Host-associated;Human;Digestive system;Large intestine	North America	297.36	1.11915e-83	30.7106599
IMGVR_UViG_3300029160_000038	vOTU_07943020	fliC	Host-associated;Human;Digestive system;Large intestine	North America	284.648	6.65944e-86	81.14285714
IMGVR_UViG_3300029167_000055	vOTU_07943020	fliC	Host-associated;Human;Digestive system;Large intestine	North America	284.648	6.65944e-86	81.14285714
IMGVR_UViG_3300030467_000022	vOTU_05395361	fliC	Host-associated;Human;Digestive system;Large intestine	North America	182.185	6.64463e-48	35.60606061
IMGVR_UViG_2149837024_000102	vOTU_00691376	mgtB	Host-associated;Human;Digestive system;Large intestine	North America	872.463	0	48.45908608
IMGVR_UViG_3300014767_000072	vOTU_02902204	araB	Host-associated;Mammals: Human;Digestive system;Large intestine	North America	82.8037	4.06655e-13	21.94244604
IMGVR_UViG_3300014824_000511	vOTU_02909991	mgtB	Host-associated;Mammals: Human;Digestive system;Large intestine	North America	871.307	0	48.24654623
IMGVR_UViG_3300015187_000042	vOTU_00233223	sitC	Host-associated;Mammals: Human;Digestive system;Large intestine	Asia	487.263	1.73641e-172	85.81560284
IMGVR_UViG_3300029783_000151	vOTU_05153664	mgtC	Host-associated;Human;Digestive system;Large intestine	Asia	97.4413	3.34573e-21	47.27272727
IMGVR_UViG_3300029217_000216	vOTU_05058094	mgtB	Host-associated;Human;Digestive system;Large intestine	Asia	297.36	9.95339e-84	28.30930537
IMGVR_UViG_3300029204_000162	vOTU_05055956	misL	Host-associated;Human;Digestive system;Large intestine	Asia	341.273	6.67174e-97	36.05220228
IMGVR_UViG_3300029227_000110	vOTU_01425093	mgtB	Host-associated;Human;Digestive system;Large intestine	Asia	296.204	2.86652e-83	31.22580645
IMGVR_UViG_3300029191_000096	vOTU_05106389	mgtC	Host-associated;Human;Digestive system;Large intestine	Asia	124.02	2.57561e-31	36.88888889
IMGVR_UViG_3300029235_000256	vOTU_05058903	mgtB	Host-associated;Human;Digestive system;Large intestine	Asia	296.975	1.49056e-83	28.30930537
IMGVR_UViG_3300029128_000134	vOTU_05049374	mgtB	Host-associated;Human;Digestive system;Large intestine	Asia	295.819	3.58614e-83	28.17824377
IMGVR_UViG_3300029134_000280	vOTU_08613375	mgtB	Host-associated;Human;Digestive system;Large intestine	Asia	273.092	1.40982e-74	28.09278351
IMGVR_UViG_3300029117_000168	vOTU_05107480	mgtB	Host-associated;Human;Digestive system;Large intestine	Asia	295.434	4.52258e-83	28.17824377
IMGVR_UViG_3300029251_000420	vOTU_01747125	mgtB	Host-associated;Human;Digestive system;Large intestine	Asia	298.516	4.04366e-84	30.83756345
IMGVR_UViG_3300029237_000328	vOTU_02923809	mgtB	Host-associated;Human;Digestive system;Large intestine	Asia	470.315	2.96211e-153	48.58223062
IMGVR_UViG_3300029206_000188	vOTU_08607730	mgtB	Host-associated;Human;Digestive system;Large intestine	Asia	295.434	5.81954e-83	28.17824377
IMGVR_UViG_3300029118_000182	vOTU_05047960	mgtB	Host-associated;Human;Digestive system;Large intestine	Asia	296.204	2.86652e-83	31.22580645
IMGVR_UViG_3300030447_000253	vOTU_05388555	fliC	Host-associated;Human;Digestive system;Large intestine	Asia	178.333	2.34611e-46	35.36121673
IMGVR_UViG_3300030447_000286	vOTU_08601504	mgtB	Host-associated;Human;Digestive system;Large intestine	Asia	297.36	1.10108e-83	28.30930537
